,2016,2015,2014,2013,2012,2011,2010,2009,2008,2021,2020,2019,2018,2017,2022,1996,2007,2006,2005,2004,2003,2002,2001,1998,1997,2000,1999,1995
1082324,https://www.sec.gov/Archives/edgar/data/1082324/000156761916002021/0001567619-16-002021-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036115009713/0001140361-15-009713-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036114010413/0001140361-14-010413-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036113010115/0001140361-13-010115-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036112011924/0001140361-12-011924-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036111017128/0001140361-11-017128-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000101968710001194/0001019687-10-001194-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000136231009004649/0001362310-09-004649-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000089161808000194/0000891618-08-000194-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036121008678/0001140361-21-008678-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036120005863/0001140361-20-005863-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036119005116/0001140361-19-005116-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036118013886/0001140361-18-013886-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000156761917000463/0001567619-17-000463-index.htm,https://www.sec.gov/Archives/edgar/data/1082324/000114036122009768/0001140361-22-009768-index.htm,,,,,,,,,,,,,
769397,https://www.sec.gov/Archives/edgar/data/769397/000076939716000067/0000769397-16-000067-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939715000012/0000769397-15-000012-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939714000018/0000769397-14-000018-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939713000007/0000769397-13-000007-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939712000005/0000769397-12-000005-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/769397/000076939721000014/0000769397-21-000014-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939720000013/0000769397-20-000013-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939719000016/0000769397-19-000016-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939718000011/0000769397-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939717000014/0000769397-17-000014-index.htm,https://www.sec.gov/Archives/edgar/data/769397/000076939722000019/0000769397-22-000019-index.htm,,,,,,,,,,,,,
1389002,https://www.sec.gov/Archives/edgar/data/1389002/000156459016013011/0001564590-16-013011-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000119312515056585/0001193125-15-056585-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000119312514077747/0001193125-14-077747-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1389002/000156459021009094/0001564590-21-009094-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000156459020012228/0001564590-20-012228-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000143774919004926/0001437749-19-004926-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000156459018003932/0001564590-18-003932-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000156459017002964/0001564590-17-002964-index.htm,https://www.sec.gov/Archives/edgar/data/1389002/000095017022001990/0000950170-22-001990-index.htm,,,,,,,,,,,,,
1666134,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1666134/000166613421000004/0001666134-21-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1666134/000156459020007371/0001564590-20-007371-index.htm,https://www.sec.gov/Archives/edgar/data/1666134/000156459019005462/0001564590-19-005462-index.htm,https://www.sec.gov/Archives/edgar/data/1666134/000156459018004923/0001564590-18-004923-index.htm,https://www.sec.gov/Archives/edgar/data/1666134/000156459017004011/0001564590-17-004011-index.htm,https://www.sec.gov/Archives/edgar/data/1666134/000166613422000003/0001666134-22-000003-index.htm,,,,,,,,,,,,,
875320,https://www.sec.gov/Archives/edgar/data/875320/000087532016000067/0000875320-16-000067-index.htm,,,,,,,,,https://www.sec.gov/Archives/edgar/data/875320/000087532021000006/0000875320-21-000006-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532020000007/0000875320-20-000007-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532019000006/0000875320-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532018000009/0000875320-18-000009-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532017000017/0000875320-17-000017-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532022000007/0000875320-22-000007-index.htm,,,,,,,,,,,,,
1401680,https://www.sec.gov/Archives/edgar/data/1401680/000140168016000026/0001401680-16-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168015000006/0001401680-15-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168014000004/0001401680-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168013000003/0001401680-13-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000119312512099363/0001193125-12-099363-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1401680/000140168021000011/0001401680-21-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168020000004/0001401680-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168019000006/0001401680-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168018000004/0001401680-18-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1401680/000140168017000004/0001401680-17-000004-index.htm,,,,,,,,,,,,,,
1567771,https://www.sec.gov/Archives/edgar/data/1567771/000149315216008723/0001493152-16-008723-index.htm,https://www.sec.gov/Archives/edgar/data/1567771/000149315215001144/0001493152-15-001144-index.htm,https://www.sec.gov/Archives/edgar/data/1567771/000149315214001080/0001493152-14-001080-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1567771/000149315221013331/0001493152-21-013331-index.htm,https://www.sec.gov/Archives/edgar/data/1567771/000149315220018067/0001493152-20-018067-index.htm,https://www.sec.gov/Archives/edgar/data/1567771/000149315219005328/0001493152-19-005328-index.htm,https://www.sec.gov/Archives/edgar/data/1567771/000149315218017591/0001493152-18-017591-index.htm,https://www.sec.gov/Archives/edgar/data/1567771/000149315217003992/0001493152-17-003992-index.htm,,,,,,,,,,,,,,
1081745,https://www.sec.gov/Archives/edgar/data/1081745/000114420416090633/0001144204-16-090633-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000114420415020108/0001144204-15-020108-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000114420414019390/0001144204-14-019390-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000114420413019116/0001144204-13-019116-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000101041212000027/0001010412-12-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000102317511000120/0001023175-11-000120-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000102317510000052/0001023175-10-000052-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000102317509000067/0001023175-09-000067-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000102317508000033/0001023175-08-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000149315221007156/0001493152-21-007156-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000149315220005034/0001493152-20-005034-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000149315219004530/0001493152-19-004530-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000149315218004461/0001493152-18-004461-index.htm,https://www.sec.gov/Archives/edgar/data/1081745/000149315217003050/0001493152-17-003050-index.htm,,,,,,,,,,,,,,
1615165,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1615165/000156459021011303/0001564590-21-011303-index.htm,https://www.sec.gov/Archives/edgar/data/1615165/000156459020010119/0001564590-20-010119-index.htm,https://www.sec.gov/Archives/edgar/data/1615165/000156459019008261/0001564590-19-008261-index.htm,https://www.sec.gov/Archives/edgar/data/1615165/000119312518077593/0001193125-18-077593-index.htm,,https://www.sec.gov/Archives/edgar/data/1615165/000156459022010802/0001564590-22-010802-index.htm,,,,,,,,,,,,,
829323,https://www.sec.gov/Archives/edgar/data/829323/000082932316000064/0000829323-16-000064-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932315000014/0000829323-15-000014-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932314000012/0000829323-14-000012-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000144530513000597/0001445305-13-000597-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000135448812001498/0001354488-12-001498-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000135448811000983/0001354488-11-000983-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000111650210000266/0001116502-10-000266-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000111650209000485/0001116502-09-000485-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000135448808000411/0001354488-08-000411-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932321000010/0000829323-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932320000042/0000829323-20-000042-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932319000032/0000829323-19-000032-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932318000008/0000829323-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932317000010/0000829323-17-000010-index.htm,https://www.sec.gov/Archives/edgar/data/829323/000082932322000015/0000829323-22-000015-index.htm,,https://www.sec.gov/Archives/edgar/data/829323/000135448807000385/0001354488-07-000385-index.htm,,,,,,,,,,,
941685,https://www.sec.gov/Archives/edgar/data/941685/000141588916005090/0001415889-16-005090-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000141588915000923/0001415889-15-000923-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000141588914000845/0001415889-14-000845-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000141588913000584/0001415889-13-000584-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000141588912000067/0001415889-12-000067-index.htm,,https://www.sec.gov/Archives/edgar/data/941685/000143774910000469/0001437749-10-000469-index.htm,,https://www.sec.gov/Archives/edgar/data/941685/000110465908024300/0001104659-08-024300-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000165495421003840/0001654954-21-003840-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000165495420005674/0001654954-20-005674-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000165495419003493/0001654954-19-003493-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000165495418002780/0001654954-18-002780-index.htm,https://www.sec.gov/Archives/edgar/data/941685/000165495417002786/0001654954-17-002786-index.htm,,,https://www.sec.gov/Archives/edgar/data/941685/000110465907028898/0001104659-07-028898-index.htm,,,,,,,,,,,
883241,https://www.sec.gov/Archives/edgar/data/883241/000088324116000027/0000883241-16-000027-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324115000014/0000883241-15-000014-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324114000008/0000883241-14-000008-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000119312513479653/0001193125-13-479653-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000119312512510596/0001193125-12-510596-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000119312511343034/0001193125-11-343034-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000119312510282648/0001193125-10-282648-index.htm,,,https://www.sec.gov/Archives/edgar/data/883241/000088324121000022/0000883241-21-000022-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324120000015/0000883241-20-000015-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324119000019/0000883241-19-000019-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324118000012/0000883241-18-000012-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324117000014/0000883241-17-000014-index.htm,,,,,,,,,,,,,,
1262039,https://www.sec.gov/Archives/edgar/data/1262039/000126203916000053/0001262039-16-000053-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203915000009/0001262039-15-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203914000007/0001262039-14-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203913000009/0001262039-13-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203912000013/0001262039-12-000013-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1262039/000126203921000008/0001262039-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203920000011/0001262039-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203919000006/0001262039-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203918000009/0001262039-18-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203917000008/0001262039-17-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1262039/000126203922000008/0001262039-22-000008-index.htm,,,,,,,,,,,,,
0001441816,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001441816/000144181621000051/0001441816-21-000051-index.htm,https://www.sec.gov/Archives/edgar/data/0001441816/000144181620000067/0001441816-20-000067-index.htm,https://www.sec.gov/Archives/edgar/data/0001441816/000144181619000067/0001441816-19-000067-index.htm,https://www.sec.gov/Archives/edgar/data/0001441816/000144181618000028/0001441816-18-000028-index.htm,,https://www.sec.gov/Archives/edgar/data/0001441816/000144181622000059/0001441816-22-000059-index.htm,,,,,,,,,,,,,
1327811,https://www.sec.gov/Archives/edgar/data/1327811/000132781116000032/0001327811-16-000032-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781115000006/0001327811-15-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000119312514124249/0001193125-14-124249-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1327811/000132781121000020/0001327811-21-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781120000022/0001327811-20-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781119000038/0001327811-19-000038-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781118000009/0001327811-18-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781117000008/0001327811-17-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781122000030/0001327811-22-000030-index.htm,,,,,,,,,,,,,
884144,https://www.sec.gov/Archives/edgar/data/884144/000118518516004066/0001185185-16-004066-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518515000633/0001185185-15-000633-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518514000654/0001185185-14-000654-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518513000740/0001185185-13-000740-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518512000624/0001185185-12-000624-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518511000393/0001185185-11-000393-index.htm,,https://www.sec.gov/Archives/edgar/data/884144/000121465909002598/0001214659-09-002598-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000110465908068296/0001104659-08-068296-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000162828021004536/0001628280-21-004536-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000088414420000022/0000884144-20-000022-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518519000390/0001185185-19-000390-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518518000448/0001185185-18-000448-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000118518517000607/0001185185-17-000607-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000088414422000004/0000884144-22-000004-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013096004385/0000950130-96-004385-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000110465907077747/0001104659-07-077747-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000110465906069652/0001104659-06-069652-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000119312505212156/0001193125-05-212156-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013404016022/0000950134-04-016022-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013403014128/0000950134-03-014128-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013402013059/0000950134-02-013059-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013401507724/0000950134-01-507724-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013498008262/0000950134-98-008262-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000095013497008203/0000950134-97-008203-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000089907800000631/0000899078-00-000631-index.htm,https://www.sec.gov/Archives/edgar/data/884144/000089907899000405/0000899078-99-000405-index.htm,
0001800667,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001800667/000119312521041470/0001193125-21-041470-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/0001800667/000095017022001123/0000950170-22-001123-index.htm,,,,,,,,,,,,,
849399,https://www.sec.gov/Archives/edgar/data/849399/000084939916000022/0000849399-16-000022-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000084939915000007/0000849399-15-000007-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000119312514202922/0001193125-14-202922-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000119312513226119/0001193125-13-226119-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000119312512241997/0001193125-12-241997-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000095012311052609/0000950123-11-052609-index.htm,,,,https://www.sec.gov/Archives/edgar/data/849399/000084939921000010/0000849399-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000084939920000004/0000849399-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000084939919000005/0000849399-19-000005-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000119312518309091/0001193125-18-309091-index.htm,https://www.sec.gov/Archives/edgar/data/849399/000084939917000009/0000849399-17-000009-index.htm,,,,,,,,,,,,,,
1713683,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1713683/000171368321000175/0001713683-21-000175-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368320000163/0001713683-20-000163-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368319000030/0001713683-19-000030-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000162828018011833/0001628280-18-011833-index.htm,,,,,,,,,,,,,,,
1084384,https://www.sec.gov/Archives/edgar/data/1084384/000114420416091642/0001144204-16-091642-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420415020658/0001144204-15-020658-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420414019632/0001144204-14-019632-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420413019750/0001144204-13-019750-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420412019020/0001144204-12-019020-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420411018565/0001144204-11-018565-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420410017315/0001144204-10-017315-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420409020778/0001144204-09-020778-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420408022592/0001144204-08-022592-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000110465921035333/0001104659-21-035333-index.htm,,https://www.sec.gov/Archives/edgar/data/1084384/000114420419014694/0001144204-19-014694-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420418018243/0001144204-18-018243-index.htm,https://www.sec.gov/Archives/edgar/data/1084384/000114420417017344/0001144204-17-017344-index.htm,,,,,,,,,,,,,,
816761,https://www.sec.gov/Archives/edgar/data/816761/000081676116000045/0000816761-16-000045-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000081676115000008/0000816761-15-000008-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000119312514071369/0001193125-14-071369-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000119312513082775/0001193125-13-082775-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000119312512087334/0001193125-12-087334-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000119312511051934/0001193125-11-051934-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000119312510043063/0001193125-10-043063-index.htm,,,https://www.sec.gov/Archives/edgar/data/816761/000081676121000009/0000816761-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000081676120000008/0000816761-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000081676119000010/0000816761-19-000010-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000081676118000007/0000816761-18-000007-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000081676117000010/0000816761-17-000010-index.htm,https://www.sec.gov/Archives/edgar/data/816761/000081676122000009/0000816761-22-000009-index.htm,,,,,,,,,,,,,
807882,https://www.sec.gov/Archives/edgar/data/807882/000080788216000036/0000807882-16-000036-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788215000024/0000807882-15-000024-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788214000017/0000807882-14-000017-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788213000012/0000807882-13-000012-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788212000006/0000807882-12-000006-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/0000807882-21-000016-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788220000018/0000807882-20-000018-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788219000023/0000807882-19-000023-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788218000021/0000807882-18-000021-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788217000020/0000807882-17-000020-index.htm,,,,,,,,,,,,,,
1721947,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1721947/000155837021002391/0001558370-21-002391-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1721947/000162828022004530/0001628280-22-004530-index.htm,,,,,,,,,,,,,
1342936,https://www.sec.gov/Archives/edgar/data/1342936/000134293616000057/0001342936-16-000057-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293615000010/0001342936-15-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293614000008/0001342936-14-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293613000002/0001342936-13-000002-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293612000012/0001342936-12-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293611000009/0001342936-11-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000107997310000246/0001079973-10-000246-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000107997309000322/0001079973-09-000322-index.htm,,https://www.sec.gov/Archives/edgar/data/1342936/000137647421000115/0001376474-21-000115-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293620000011/0001342936-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293619000004/0001342936-19-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293618000018/0001342936-18-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1342936/000134293617000016/0001342936-17-000016-index.htm,,,,,,,,,,,,,,
814549,https://www.sec.gov/Archives/edgar/data/814549/000081454916000040/0000814549-16-000040-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454915000012/0000814549-15-000012-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454914000007/0000814549-14-000007-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454913000004/0000814549-13-000004-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454912000006/0000814549-12-000006-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000095012311025942/0000950123-11-025942-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000095012310025217/0000950123-10-025217-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000136231009004540/0001362310-09-004540-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000104746908003821/0001047469-08-003821-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000162828021007671/0001628280-21-007671-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454920000006/0000814549-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454919000017/0000814549-19-000017-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454918000008/0000814549-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000081454917000004/0000814549-17-000004-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000162828022005616/0001628280-22-005616-index.htm,,https://www.sec.gov/Archives/edgar/data/814549/000110465907027455/0001104659-07-027455-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000110465906020276/0001104659-06-020276-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000110465905013849/0001104659-05-013849-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000104746904010077/0001047469-04-010077-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000104746903011341/0001047469-03-011341-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000091205702012738/0000912057-02-012738-index.htm,https://www.sec.gov/Archives/edgar/data/814549/000091205701506495/0000912057-01-506495-index.htm,,,https://www.sec.gov/Archives/edgar/data/814549/000091205700027020/0000912057-00-027020-index.htm,,
0000892482,https://www.sec.gov/Archives/edgar/data/0000892482/000089248216000029/0000892482-16-000029-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248215000003/0000892482-15-000003-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248214000003/0000892482-14-000003-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000144530513000625/0001445305-13-000625-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710112000447/0000897101-12-000447-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710111000403/0000897101-11-000403-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710110000537/0000897101-10-000537-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710109000532/0000897101-09-000532-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710108000645/0000897101-08-000645-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248221000008/0000892482-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248220000007/0000892482-20-000007-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248219000013/0000892482-19-000013-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248218000015/0000892482-18-000015-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089248217000024/0000892482-17-000024-index.htm,,,https://www.sec.gov/Archives/edgar/data/0000892482/000089710107000600/0000897101-07-000600-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710106000590/0000897101-06-000590-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710105000732/0000897101-05-000732-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710104000630/0000897101-04-000630-index.htm,https://www.sec.gov/Archives/edgar/data/0000892482/000089710103000252/0000897101-03-000252-index.htm,,,,,,,
