,2016,2015,2014,2013,2012,2011,2010,2009,2008,2021,2020,2019,2018,2017,2022,1996,2007,2006,2005,2004,2003,2002,2001,1998,1997,2000,1999,1995
1066684,https://www.sec.gov/Archives/edgar/data/1066684/000114420416090270/0001144204-16-090270-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420415018528/0001144204-15-018528-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420414018558/0001144204-14-018558-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420413018116/0001144204-13-018116-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420412017662/0001144204-12-017662-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420411017119/0001144204-11-017119-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420410015818/0001144204-10-015818-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420409016546/0001144204-09-016546-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420408017833/0001144204-08-017833-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000110465921042359/0001104659-21-042359-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000110465920039478/0001104659-20-039478-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420419016940/0001144204-19-016940-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420418018184/0001144204-18-018184-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420417017602/0001144204-17-017602-index.htm,,,https://www.sec.gov/Archives/edgar/data/1066684/000114420407015432/0001144204-07-015432-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000114420406012657/0001144204-06-012657-index.htm,,,https://www.sec.gov/Archives/edgar/data/1066684/000101540203000989/0001015402-03-000989-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000101540202001340/0001015402-02-001340-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1066684/000089534500000218/0000895345-00-000218-index.htm,https://www.sec.gov/Archives/edgar/data/1066684/000089534599000147/0000895345-99-000147-index.htm,
1423774,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1423774/000142377421000020/0001423774-21-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1423774/000142377420000036/0001423774-20-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1423774/000142377419000026/0001423774-19-000026-index.htm,,,,,,,,,,,,,,,,
1441683,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1441683/000144168321000018/0001441683-21-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1441683/000144168320000020/0001441683-20-000020-index.htm,https://www.sec.gov/Archives/edgar/data/1441683/000144168319000047/0001441683-19-000047-index.htm,https://www.sec.gov/Archives/edgar/data/1441683/000144168318000023/0001441683-18-000023-index.htm,,https://www.sec.gov/Archives/edgar/data/1441683/000144168322000023/0001441683-22-000023-index.htm,,,,,,,,,,,,,
1671933,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1671933/000156459021006726/0001564590-21-006726-index.htm,https://www.sec.gov/Archives/edgar/data/1671933/000156459020007498/0001564590-20-007498-index.htm,https://www.sec.gov/Archives/edgar/data/1671933/000156459019003906/0001564590-19-003906-index.htm,https://www.sec.gov/Archives/edgar/data/1671933/000156459018003611/0001564590-18-003611-index.htm,https://www.sec.gov/Archives/edgar/data/1671933/000119312517046742/0001193125-17-046742-index.htm,https://www.sec.gov/Archives/edgar/data/1671933/000156459022005385/0001564590-22-005385-index.htm,,,,,,,,,,,,,
0000736012,https://www.sec.gov/Archives/edgar/data/0000736012/000110465916108278/0001104659-16-108278-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465915023367/0001104659-15-023367-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465914024007/0001104659-14-024007-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465913025150/0001104659-13-025150-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465912022692/0001104659-12-022692-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465911017369/0001104659-11-017369-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465910016982/0001104659-10-016982-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000110465909020965/0001104659-09-020965-index.htm,,https://www.sec.gov/Archives/edgar/data/0000736012/000168316821000836/0001683168-21-000836-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000143774920006294/0001437749-20-006294-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000143774919005894/0001437749-19-005894-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000143774918005827/0001437749-18-005827-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000143774917005498/0001437749-17-005498-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000168316822001761/0001683168-22-001761-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/0000736012/000110465904008540/0001104659-04-008540-index.htm,https://www.sec.gov/Archives/edgar/data/0000736012/000104746903008299/0001047469-03-008299-index.htm,,,,,,,
1378590,https://www.sec.gov/Archives/edgar/data/1378590/000143774916043488/0001437749-16-043488-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774915022760/0001437749-15-022760-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774914022690/0001437749-14-022690-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774913016322/0001437749-13-016322-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774912012545/0001437749-12-012545-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774911009857/0001437749-11-009857-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000107261310001102/0001072613-10-001102-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000107261309001611/0001072613-09-001611-index.htm,,https://www.sec.gov/Archives/edgar/data/1378590/000143774921028984/0001437749-21-028984-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774920025835/0001437749-20-025835-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774919024964/0001437749-19-024964-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774918022735/0001437749-18-022735-index.htm,https://www.sec.gov/Archives/edgar/data/1378590/000143774917021027/0001437749-17-021027-index.htm,,,,,,,,,,,,,,
1019034,https://www.sec.gov/Archives/edgar/data/1019034/000143774916028706/0001437749-16-028706-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774915006383/0001437749-15-006383-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774914005560/0001437749-14-005560-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774913003783/0001437749-13-003783-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774912003901/0001437749-12-003901-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000110465911016024/0001104659-11-016024-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000110465910016785/0001104659-10-016785-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000110465909016293/0001104659-09-016293-index.htm,,https://www.sec.gov/Archives/edgar/data/1019034/000143774921007486/0001437749-21-007486-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774920010796/0001437749-20-010796-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774919006258/0001437749-19-006258-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774918006054/0001437749-18-006054-index.htm,https://www.sec.gov/Archives/edgar/data/1019034/000143774917005802/0001437749-17-005802-index.htm,,,,,,,,,,,,,,
1286225,https://www.sec.gov/Archives/edgar/data/1286225/000128622516000061/0001286225-16-000061-index.htm,https://www.sec.gov/Archives/edgar/data/1286225/000128622515000014/0001286225-15-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1286225/000128622514000008/0001286225-14-000008-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1286225/000128622521000007/0001286225-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1286225/000128622520000011/0001286225-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1286225/000128622519000007/0001286225-19-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1286225/000128622518000008/0001286225-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1286225/000128622517000010/0001286225-17-000010-index.htm,,,,,,,,,,,,,,
876167,https://www.sec.gov/Archives/edgar/data/876167/000087616716000060/0000876167-16-000060-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616715000009/0000876167-15-000009-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616714000013/0000876167-14-000013-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616713000010/0000876167-13-000010-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000119312512029136/0001193125-12-029136-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000095012311007372/0000950123-11-007372-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000095012310006833/0000950123-10-006833-index.htm,,,https://www.sec.gov/Archives/edgar/data/876167/000087616721000030/0000876167-21-000030-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616720000027/0000876167-20-000027-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616719000026/0000876167-19-000026-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616718000008/0000876167-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616717000007/0000876167-17-000007-index.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616722000038/0000876167-22-000038-index.htm,,,,,,,,,,,,,
0001810806,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001810806/000181080621000052/0001810806-21-000052-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/0001810806/000181080622000004/0001810806-22-000004-index.htm,,,,,,,,,,,,,
1410384,https://www.sec.gov/Archives/edgar/data/1410384/000141038416000173/0001410384-16-000173-index.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038415000021/0001410384-15-000021-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1410384/000141038421000022/0001410384-21-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038420000025/0001410384-20-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038419000015/0001410384-19-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038418000012/0001410384-18-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038417000017/0001410384-17-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038422000013/0001410384-22-000013-index.htm,,,,,,,,,,,,,
1366561,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1366561/000136656121000036/0001366561-21-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1366561/000136656120000019/0001366561-20-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1366561/000136656119000014/0001366561-19-000014-index.htm,,,,,,,,,,,,,,,,
814547,https://www.sec.gov/Archives/edgar/data/814547/000081454716000035/0000814547-16-000035-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454715000019/0000814547-15-000019-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454714000011/0000814547-14-000011-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000119312513438562/0001193125-13-438562-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000119312512473516/0001193125-12-473516-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000119312511317245/0001193125-11-317245-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000095012310108284/0000950123-10-108284-index.htm,,,https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/0000814547-21-000019-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454720000012/0000814547-20-000012-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454719000016/0000814547-19-000016-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454718000010/0000814547-18-000010-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454717000014/0000814547-17-000014-index.htm,,,,,,,,,,,,,,
715957,https://www.sec.gov/Archives/edgar/data/715957/000119312516480850/0001193125-16-480850-index.htm,https://www.sec.gov/Archives/edgar/data/715957/000119312515067777/0001193125-15-067777-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/715957/000156459021008442/0001564590-21-008442-index.htm,https://www.sec.gov/Archives/edgar/data/715957/000119312520054469/0001193125-20-054469-index.htm,https://www.sec.gov/Archives/edgar/data/715957/000119312519057924/0001193125-19-057924-index.htm,https://www.sec.gov/Archives/edgar/data/715957/000119312518059578/0001193125-18-059578-index.htm,https://www.sec.gov/Archives/edgar/data/715957/000119312517060413/0001193125-17-060413-index.htm,https://www.sec.gov/Archives/edgar/data/715957/000156459022006589/0001564590-22-006589-index.htm,,,,,,,,,,,,,
0001627857,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001627857/000162828021003310/0001628280-21-003310-index.htm,https://www.sec.gov/Archives/edgar/data/0001627857/000156459020006045/0001564590-20-006045-index.htm,https://www.sec.gov/Archives/edgar/data/0001627857/000156459019008122/0001564590-19-008122-index.htm,https://www.sec.gov/Archives/edgar/data/0001627857/000156459018006197/0001564590-18-006197-index.htm,,https://www.sec.gov/Archives/edgar/data/0001627857/000162785722000030/0001627857-22-000030-index.htm,,,,,,,,,,,,,
1327567,https://www.sec.gov/Archives/edgar/data/1327567/000132756716000064/0001327567-16-000064-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756715000027/0001327567-15-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756714000028/0001327567-14-000028-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/0001327567-21-000029-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756720000032/0001327567-20-000032-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756719000032/0001327567-19-000032-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756718000024/0001327567-18-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756717000027/0001327567-17-000027-index.htm,,,,,,,,,,,,,,
0001576914,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001576914/000162828021012152/0001628280-21-012152-index.htm,https://www.sec.gov/Archives/edgar/data/0001576914/000162828020010583/0001628280-20-010583-index.htm,,,,,,,,,,,,,,,,,
1590955,https://www.sec.gov/Archives/edgar/data/1590955/000156459016013001/0001564590-16-013001-index.htm,https://www.sec.gov/Archives/edgar/data/1590955/000119312515065707/0001193125-15-065707-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1590955/000156459021006660/0001564590-21-006660-index.htm,https://www.sec.gov/Archives/edgar/data/1590955/000156459020004636/0001564590-20-004636-index.htm,https://www.sec.gov/Archives/edgar/data/1590955/000156459019002998/0001564590-19-002998-index.htm,https://www.sec.gov/Archives/edgar/data/1590955/000156459018002088/0001564590-18-002088-index.htm,https://www.sec.gov/Archives/edgar/data/1590955/000156459017001891/0001564590-17-001891-index.htm,https://www.sec.gov/Archives/edgar/data/1590955/000156459022005562/0001564590-22-005562-index.htm,,,,,,,,,,,,,
1013462,https://www.sec.gov/Archives/edgar/data/1013462/000101346216000017/0001013462-16-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346215000004/0001013462-15-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346214000004/0001013462-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346213000003/0001013462-13-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000119312512074501/0001193125-12-074501-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1013462/000101346221000009/0001013462-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346220000004/0001013462-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346219000003/0001013462-19-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346218000004/0001013462-18-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346217000003/0001013462-17-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346222000005/0001013462-22-000005-index.htm,,,,,,,,,,,,,
1724570,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1724570/000172457021000015/0001724570-21-000015-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1724570/000172457022000011/0001724570-22-000011-index.htm,,,,,,,,,,,,,
0001167419,https://www.sec.gov/Archives/edgar/data/0001167419/000107997316000870/0001079973-16-000870-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997315000222/0001079973-15-000222-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997314000230/0001079973-14-000230-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997313000206/0001079973-13-000206-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997312000156/0001079973-12-000156-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997311000308/0001079973-11-000308-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997310000296/0001079973-10-000296-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997309000284/0001079973-09-000284-index.htm,,https://www.sec.gov/Archives/edgar/data/0001167419/000107997321000221/0001079973-21-000221-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997320000216/0001079973-20-000216-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997319000197/0001079973-19-000197-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997318000264/0001079973-18-000264-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997317000206/0001079973-17-000206-index.htm,https://www.sec.gov/Archives/edgar/data/0001167419/000107997322000280/0001079973-22-000280-index.htm,,,,,,,,,,,,,
0000837852,https://www.sec.gov/Archives/edgar/data/0000837852/000106299316008570/0001062993-16-008570-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000106299315001568/0001062993-15-001568-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000106299314001771/0001062993-14-001771-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114036113015816/0001140361-13-015816-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114036112018388/0001140361-12-018388-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114036111022287/0001140361-11-022287-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114420410020575/0001144204-10-020575-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114420409020856/0001144204-09-020856-index.htm,,https://www.sec.gov/Archives/edgar/data/0000837852/000110465921044740/0001104659-21-044740-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000110465920034169/0001104659-20-034169-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114420419017205/0001144204-19-017205-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000114420418018076/0001144204-18-018076-index.htm,https://www.sec.gov/Archives/edgar/data/0000837852/000157104917003067/0001571049-17-003067-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/0000837852/000128304004000015/0001283040-04-000015-index.htm,,,,,,,,
50471,https://www.sec.gov/Archives/edgar/data/50471/000141588916007070/0001415889-16-007070-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588915003051/0001415889-15-003051-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588914002780/0001415889-14-002780-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588913001875/0001415889-13-001875-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588912001403/0001415889-12-001403-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588911000987/0001415889-11-000987-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588910000365/0001415889-10-000365-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000141588909000251/0001415889-09-000251-index.htm,,https://www.sec.gov/Archives/edgar/data/50471/000165495421010502/0001654954-21-010502-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000165495420010541/0001654954-20-010541-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000165495419010672/0001654954-19-010672-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000165495418010155/0001654954-18-010155-index.htm,https://www.sec.gov/Archives/edgar/data/50471/000165495417008440/0001654954-17-008440-index.htm,,,,,,,,,,,,,,
1177609,https://www.sec.gov/Archives/edgar/data/1177609/000162828016012961/0001628280-16-012961-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000162828015002001/0001628280-15-002001-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000117760914000011/0001177609-14-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000144530513000741/0001445305-13-000741-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/1177609/000117760921000011/0001177609-21-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000117760920000009/0001177609-20-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000117760919000010/0001177609-19-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000117760918000008/0001177609-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1177609/000162828017002866/0001628280-17-002866-index.htm,,,,,,,,,,,,,,
1362190,https://www.sec.gov/Archives/edgar/data/1362190/000114420416091312/0001144204-16-091312-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000110465915050689/0001104659-15-050689-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000110465914024488/0001104659-14-024488-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000138713113001302/0001387131-13-001302-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/1362190/000110465921035092/0001104659-21-035092-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000110465920040172/0001104659-20-040172-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000114420419016348/0001144204-19-016348-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000114420418018523/0001144204-18-018523-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000114420417017567/0001144204-17-017567-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000141057822000353/0001410578-22-000353-index.htm,,,,,,,,,,,,,
1092699,https://www.sec.gov/Archives/edgar/data/1092699/000119312516476036/0001193125-16-476036-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000119312515056499/0001193125-15-056499-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000119312514060842/0001193125-14-060842-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000119312513093885/0001193125-13-093885-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000119312512106386/0001193125-12-106386-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000095012311021730/0000950123-11-021730-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1092699/000156459021007614/0001564590-21-007614-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000156459020006450/0001564590-20-006450-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000156459019003903/0001564590-19-003903-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000156459018003249/0001564590-18-003249-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000119312517059313/0001193125-17-059313-index.htm,https://www.sec.gov/Archives/edgar/data/1092699/000156459022005952/0001564590-22-005952-index.htm,,,,,,,,,,,,,
78749,https://www.sec.gov/Archives/edgar/data/78749/000007874916000080/0000078749-16-000080-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874915000020/0000078749-15-000020-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874914000013/0000078749-14-000013-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874913000023/0000078749-13-000023-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000119312512268267/0001193125-12-268267-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000119312511164802/0001193125-11-164802-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000095012310057335/0000950123-10-057335-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000095012309012356/0000950123-09-012356-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000095015208010319/0000950152-08-010319-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000156459021029319/0001564590-21-029319-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000156459020026737/0001564590-20-026737-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874919000021/0000078749-19-000021-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874918000022/0000078749-18-000022-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874917000021/0000078749-17-000021-index.htm,,,,,,,,,,,,,,
1131554,https://www.sec.gov/Archives/edgar/data/1131554/000113155416000033/0001131554-16-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000113155415000005/0001131554-15-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000104746914001396/0001047469-14-001396-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000104746913001391/0001047469-13-001391-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/1131554/000113155421000012/0001131554-21-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000113155420000025/0001131554-20-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000113155419000024/0001131554-19-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000113155418000025/0001131554-18-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000113155417000037/0001131554-17-000037-index.htm,https://www.sec.gov/Archives/edgar/data/1131554/000113155422000018/0001131554-22-000018-index.htm,,,,,,,,,,,,,
1618732,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1618732/000095017021001852/0000950170-21-001852-index.htm,https://www.sec.gov/Archives/edgar/data/1618732/000161873220000112/0001618732-20-000112-index.htm,https://www.sec.gov/Archives/edgar/data/1618732/000161873219000114/0001618732-19-000114-index.htm,https://www.sec.gov/Archives/edgar/data/1618732/000161873218000131/0001618732-18-000131-index.htm,https://www.sec.gov/Archives/edgar/data/1618732/000161873217000123/0001618732-17-000123-index.htm,,,,,,,,,,,,,,
1567900,https://www.sec.gov/Archives/edgar/data/1567900/000101054916000569/0001010549-16-000569-index.htm,https://www.sec.gov/Archives/edgar/data/1567900/000101054915000072/0001010549-15-000072-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1567900/000143774921007800/0001437749-21-007800-index.htm,https://www.sec.gov/Archives/edgar/data/1567900/000143774920007802/0001437749-20-007802-index.htm,https://www.sec.gov/Archives/edgar/data/1567900/000101054919000088/0001010549-19-000088-index.htm,https://www.sec.gov/Archives/edgar/data/1567900/000101054918000123/0001010549-18-000123-index.htm,https://www.sec.gov/Archives/edgar/data/1567900/000101054917000135/0001010549-17-000135-index.htm,,,,,,,,,,,,,,
1566610,https://www.sec.gov/Archives/edgar/data/1566610/000149315216008379/0001493152-16-008379-index.htm,https://www.sec.gov/Archives/edgar/data/1566610/000155724015000213/0001557240-15-000213-index.htm,https://www.sec.gov/Archives/edgar/data/1566610/000116552714000122/0001165527-14-000122-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1566610/000149315221007445/0001493152-21-007445-index.htm,https://www.sec.gov/Archives/edgar/data/1566610/000149315220008807/0001493152-20-008807-index.htm,https://www.sec.gov/Archives/edgar/data/1566610/000149315219001508/0001493152-19-001508-index.htm,https://www.sec.gov/Archives/edgar/data/1566610/000149315218004470/0001493152-18-004470-index.htm,https://www.sec.gov/Archives/edgar/data/1566610/000149315217003155/0001493152-17-003155-index.htm,,,,,,,,,,,,,,
